SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,num_services,charge_per_service,is_new_customer,no_support,gender_Male,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,tenure_bucket_Mid,tenure_bucket_New
0,1,0,71,1,1,108.6,7690.9,6,15.514285714285714,0,0,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False
1,0,0,14,0,1,46.35,672.7,2,15.45,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False
0,0,0,9,1,0,45.15,416.45,1,22.575,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
0,1,1,7,0,0,34.65,246.6,2,11.55,1,0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True
0,0,0,4,1,1,46.0,193.6,1,23.0,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
0,1,1,22,1,0,25.25,555.4,1,12.625,0,0,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False
0,0,0,61,1,0,19.45,1336.35,1,9.725,0,0,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False
0,0,0,9,0,1,45.4,418.8,2,15.133333333333333,1,1,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True
1,1,0,61,1,1,82.15,4904.85,2,27.383333333333336,0,1,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,0,0,3,1,1,107.95,318.6,6,15.421428571428573,1,0,True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True
1,0,0,71,0,1,56.45,3985.35,4,11.29,0,0,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False
0,1,0,53,1,1,91.15,4862.5,3,22.7875,0,0,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False
0,0,0,72,1,0,86.6,6350.5,6,12.37142857142857,0,0,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False
0,1,1,56,0,1,52.0,2884.9,4,10.4,0,0,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False
0,1,1,19,1,1,49.6,962.9,2,16.533333333333335,0,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
0,1,1,17,1,1,61.95,1070.7,3,15.4875,0,0,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,True,False
0,0,0,3,1,0,74.45,221.1,2,24.816666666666663,1,1,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
0,0,0,3,1,1,49.15,169.05,2,16.383333333333333,1,1,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
0,1,1,19,1,0,19.8,344.5,1,9.9,0,0,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False
0,1,0,34,1,0,100.85,3527.3,4,20.17,0,1,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False
0,0,1,9,1,1,50.1,484.05,2,16.7,1,1,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
0,1,1,60,1,0,94.15,5811.8,4,18.83,0,0,False,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
0,0,0,5,0,1,50.95,229.4,3,12.7375,1,1,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True
0,0,1,22,1,1,84.75,1816.75,2,28.25,0,1,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
1,0,0,7,1,0,73.75,545.15,1,36.875,1,1,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
0,0,1,18,1,1,80.55,1406.65,2,26.85,0,1,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
0,0,0,29,1,0,70.9,1964.6,4,14.18,0,1,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,True,False,False,True,False
0,1,1,16,1,0,19.75,313.4,1,9.875,0,0,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False
0,0,0,32,1,0,19.75,624.15,1,9.875,0,0,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False
0,0,0,19,1,1,106.6,1934.45,6,15.228571428571428,0,0,False,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False
1,0,0,51,1,1,97.8,4913.3,4,19.56,0,1,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False
0,1,0,72,1,1,106.3,7565.35,5,17.716666666666665,0,1,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False
0,0,0,31,1,1,71.05,2168.15,4,14.21,0,0,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False
0,0,0,35,1,0,61.2,2021.2,4,12.24,0,0,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False
0,0,0,35,1,0,23.3,797.1,1,11.65,0,0,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False
0,0,0,21,1,0,71.05,1524.85,5,11.841666666666669,0,0,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,True,False,False,True,False
0,0,0,54,1,0,111.1,6014.85,6,15.87142857142857,0,0,False,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False
0,1,1,27,1,0,66.15,1874.45,5,11.025,0,0,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,True,True,False
0,1,0,72,1,0,20.5,1502.25,1,10.25,0,0,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False
0,0,1,18,0,1,35.0,553.0,1,17.5,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
0,0,0,43,0,0,44.15,1931.3,3,11.0375,0,0,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,True,False,False,False
1,1,0,5,1,0,70.05,302.6,1,35.025,1,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
0,1,0,62,1,1,60.15,3753.2,4,12.03,0,0,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False
0,1,0,61,1,1,101.05,5971.25,4,20.21,0,1,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False
0,0,1,49,1,0,75.2,3678.3,1,37.6,0,1,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0,1,0,72,1,1,109.55,8165.1,6,15.65,0,0,False,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False
0,1,1,51,0,1,56.15,2898.95,4,11.23,0,0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,False,True,False,False,False
0,1,1,11,1,1,20.0,196.35,1,10.0,1,0,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True
0,1,0,67,1,1,111.25,7511.65,6,15.892857142857142,0,0,False,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,True,False,False,False
1,1,0,72,1,0,74.4,5360.75,6,10.62857142857143,0,0,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False
0,0,1,29,1,0,19.85,535.05,1,9.925,0,0,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False
0,0,1,3,1,0,91.85,257.05,3,22.9625,1,1,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True
0,1,0,72,1,1,108.2,7840.6,6,15.457142857142856,0,0,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False
0,0,0,72,1,0,92.0,6632.75,7,11.5,0,0,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False
0,1,0,47,1,1,83.35,4065.0,3,20.8375,0,1,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,0,44,1,0,68.85,2958.95,1,34.425,0,1,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0,0,1,8,1,0,20.05,163.6,1,10.025,1,0,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,True
0,0,0,6,1,0,19.55,124.45,1,9.775,1,0,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True
0,0,0,35,1,0,95.5,3418.2,4,19.1,0,0,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False
0,1,0,21,1,1,103.9,2254.2,5,17.316666666666666,0,0,False,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False
0,1,1,68,1,0,80.35,5375.15,3,20.0875,0,0,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False
0,0,0,16,1,1,74.55,1170.5,2,24.85,0,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
0,0,0,54,1,1,100.1,5440.9,4,20.02,0,0,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False
0,0,0,1,1,1,25.7,25.7,1,12.85,1,0,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,True
0,1,1,61,1,1,99.9,6241.35,4,19.98,0,1,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False,False,False
0,0,0,18,1,1,50.0,892.7,2,16.666666666666668,0,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False
1,1,1,24,1,1,79.85,1857.75,2,26.616666666666664,0,0,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,1,1,45,1,0,20.85,892.15,1,10.425,0,0,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,False
0,1,1,38,1,0,19.6,717.3,1,9.8,0,0,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False
0,0,0,18,1,0,20.05,388.6,1,10.025,0,0,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False
0,0,0,3,1,1,19.1,53.05,1,9.55,1,0,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,True
0,0,0,1,1,1,89.1,89.1,3,22.275,1,1,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True
0,1,1,50,1,1,84.15,4164.4,6,12.021428571428572,0,0,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,False,False,False
0,0,0,59,1,1,111.35,6519.75,6,15.907142857142857,0,0,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False
0,1,0,12,1,1,85.05,999.8,3,21.2625,1,1,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
0,0,0,72,1,1,111.6,8012.75,6,15.94285714285714,0,0,False,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False
0,1,1,24,1,0,20.25,439.75,1,10.125,0,0,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False
0,0,0,1,0,0,30.55,30.55,1,15.275,1,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True
0,0,0,11,1,0,53.75,608.0,2,17.916666666666668,1,1,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
0,1,0,9,1,1,79.9,741.7,3,19.975,1,1,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
1,0,0,72,1,0,111.65,7943.45,6,15.95,0,0,False,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False
0,1,1,50,1,0,20.55,1070.25,1,10.275,0,0,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False
0,1,1,7,1,1,49.75,331.3,2,16.583333333333332,1,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True
0,0,0,4,1,0,49.25,208.45,2,16.416666666666668,1,1,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
1,1,1,66,1,1,108.45,7076.35,6,15.492857142857144,0,0,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,True,False,False,False
0,1,1,16,1,0,20.4,321.4,1,10.2,0,0,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False
0,0,0,8,0,1,30.45,226.45,1,15.225,1,0,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
0,0,0,21,1,0,20.5,402.85,1,10.25,0,0,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False
0,1,0,45,1,1,50.25,2221.55,2,16.75,0,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
0,0,0,41,1,0,98.05,3990.6,4,19.61,0,1,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False
0,0,0,59,1,1,20.2,1192.3,1,10.1,0,0,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False
1,1,0,21,1,0,86.55,1857.25,3,21.6375,0,1,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
0,0,0,1,1,1,80.55,80.55,2,26.85,1,1,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
0,1,1,4,1,0,80.85,302.75,2,26.95,1,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True
0,0,0,15,1,0,19.8,304.6,1,9.9,0,0,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False
0,1,1,51,1,1,23.95,1216.35,1,11.975,0,0,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False
1,0,0,2,1,1,85.55,187.45,2,28.516666666666666,1,1,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
0,1,1,59,1,0,19.3,1192.7,1,9.65,0,0,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False
0,0,0,67,1,1,19.45,1195.95,1,9.725,0,0,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False
0,1,1,25,1,0,60.35,1404.65,2,20.116666666666667,0,1,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False
0,0,0,14,1,0,19.6,300.4,1,9.8,0,0,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False
0,0,0,1,1,1,69.95,69.95,1,34.975,1,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
0,1,1,22,1,0,55.15,1206.05,3,13.7875,0,0,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
0,0,0,25,1,1,76.15,1992.95,5,12.691666666666668,0,0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,True,False
1,1,0,72,1,1,104.15,7689.95,5,17.358333333333334,0,1,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False
0,1,0,64,0,0,47.85,3147.5,4,9.57,0,0,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False
0,1,0,62,1,0,96.1,6001.45,4,19.22,0,0,True,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False
0,0,0,10,1,1,44.85,435.4,1,22.425,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
0,1,1,53,1,0,71.85,3827.9,4,14.37,0,0,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
1,1,0,72,1,1,105.75,7629.85,5,17.625,0,1,False,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,False,False,False
0,1,1,44,1,1,20.5,865.05,1,10.25,0,0,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False
0,0,0,13,0,0,35.4,450.4,2,11.8,0,0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,True,False
0,0,0,29,1,0,20.0,599.3,1,10.0,0,0,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False
0,0,0,2,1,1,55.05,102.75,3,13.7625,1,0,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
0,1,1,1,1,1,45.7,45.7,1,22.85,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
0,1,1,12,1,1,84.5,916.9,3,21.125,1,1,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
0,0,0,2,1,0,46.05,80.35,1,23.025,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,0,1,1,1,0,50.6,50.6,2,16.866666666666667,1,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
0,0,0,11,1,1,79.0,929.3,2,26.33333333333333,1,0,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,1,0,58,1,1,86.1,4890.5,6,12.3,0,0,True,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False
1,1,1,43,1,1,110.75,4687.9,6,15.821428571428571,0,0,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False
0,0,0,15,1,1,99.7,1566.75,4,19.94,0,0,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False
0,1,1,40,1,1,20.4,745.3,1,10.2,0,0,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False
0,1,1,24,1,0,74.8,1821.2,4,14.96,0,0,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,True,False
0,0,0,1,1,1,85.0,85.0,3,21.25,1,1,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True
0,0,1,1,1,1,99.75,99.75,4,19.95,1,1,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True
0,1,1,72,1,0,25.1,1857.85,1,12.55,0,0,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False
0,0,0,29,0,1,25.1,712.85,0,25.1,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
0,0,0,62,0,1,43.6,2748.7,3,10.9,0,1,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False
0,1,1,58,1,0,20.3,1160.75,1,10.15,0,0,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False
0,1,1,64,1,1,104.4,6721.6,5,17.400000000000002,0,0,False,False,True,True,False,False,True,False,False,False,False,False,True,False,True,False,True,True,False,False,False,False,False,False
1,1,0,29,0,1,45.0,1228.65,3,11.25,0,0,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False
0,1,0,43,1,0,66.25,2907.35,4,13.25,0,0,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
0,0,0,26,1,1,19.6,471.85,1,9.8,0,0,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False
1,0,0,5,1,1,83.15,446.05,2,27.71666666666667,1,1,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
0,0,0,1,1,1,45.4,45.4,1,22.7,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
0,1,0,3,1,1,95.2,292.85,3,23.8,1,1,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True
0,1,1,51,1,1,80.75,4116.9,2,26.916666666666668,0,0,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
1,0,0,26,1,1,78.8,2006.1,2,26.266666666666666,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
0,0,0,45,1,0,73.55,3349.1,4,14.71,0,0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False
1,1,0,33,1,1,94.5,3105.55,3,23.625,0,1,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False
1,1,0,1,1,1,90.6,90.6,3,22.65,1,1,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
0,0,0,4,1,1,100.85,399.25,4,20.17,1,0,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,True
0,1,0,52,1,1,81.4,4354.45,6,11.62857142857143,0,0,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,True,False,True,False,False,False,False
0,1,0,5,0,1,24.95,100.4,0,24.95,1,1,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
0,0,0,42,0,1,54.75,2348.45,5,9.125,0,0,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,True,False,False,False
0,1,1,70,1,1,101.1,6994.8,6,14.44285714285714,0,0,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,False,False
0,0,0,51,1,0,107.45,5680.9,6,15.35,0,0,False,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False
1,0,0,1,1,1,70.6,70.6,1,35.3,1,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
0,0,1,9,1,0,55.35,449.75,2,18.45,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
0,1,1,61,1,1,98.45,6145.2,5,16.408333333333335,0,0,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,False,False,False,False,False
0,0,0,13,1,1,83.2,1060.6,3,20.8,0,1,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False
1,0,0,13,1,1,54.8,731.3,3,13.7,0,1,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
0,0,0,9,1,1,74.25,639.65,2,24.75,1,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
1,1,0,3,1,1,80.4,224.05,2,26.8,1,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
0,1,1,71,1,1,97.2,6910.3,4,19.44,0,0,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False
0,0,1,43,0,1,40.45,1912.85,3,10.1125,0,0,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
0,1,1,26,1,0,19.65,494.9,1,9.825,0,0,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False
0,0,0,60,1,1,99.65,5941.05,5,16.608333333333334,0,1,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False
1,1,0,45,1,1,86.1,3861.45,3,21.525,0,1,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False
0,1,1,56,1,0,88.9,4968.0,3,22.225,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False
0,1,1,32,1,1,69.75,2347.9,1,34.875,0,1,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,0,1,1,0,50.55,50.55,2,16.849999999999998,1,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
0,1,1,72,1,1,104.9,7732.65,6,14.985714285714286,0,0,True,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,False,False
1,1,0,54,1,1,99.1,5437.1,5,16.516666666666666,0,0,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,False,True,False,False,False
1,0,0,52,1,1,72.95,3829.75,1,36.475,0,1,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,1,12,1,1,69.85,837.5,4,13.97,1,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True
0,0,0,49,1,1,74.6,3720.35,1,37.3,0,1,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,0,71,0,0,46.35,3353.4,4,9.27,0,0,True,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False
0,1,1,58,1,1,92.85,5305.05,4,18.57,0,1,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
0,0,0,46,1,1,104.4,4904.2,6,14.914285714285716,0,0,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False
