SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,num_services,charge_per_service,is_new_customer,no_support,gender_Male,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,tenure_bucket_Mid,tenure_bucket_New,top_risk_factors,churn_probability
0.019711599,-0.23824939,-0.10392164,-0.2709266,-0.03668447,0.064217746,0.021586323,-0.2941098,-0.34117842,0.50699174,0.00430621,-0.12472618,0.00054380647,0.0,-0.41097167,0.35247892,-0.0015363169,0.0,-0.21026124,0.0,-0.45006633,0.0,-0.44829282,0.0,-0.07134818,0.0,0.5964802,0.0,0.8571024,-0.72483784,-0.15532294,-0.08345633,-0.69939685,-0.091387406,0.020394664,-0.104168735,"StreamingMovies_Yes, Contract_One year, PaymentMethod_Electronic check",0.08122221
0.0135932425,0.050627254,0.16324681,-1.384527,-0.049478248,0.035699762,-0.93552446,-0.38714042,-1.9512737,-0.3015339,0.008029698,0.042017438,-0.18283616,0.0,0.2065759,0.41213238,-0.00083869125,0.0,-0.15489791,0.0,0.80585754,0.0,0.6312983,0.0,0.401219,0.0,0.6199671,0.0,0.53561395,0.07746228,0.21813004,0.71083367,-0.9591888,-0.106877185,-0.009044479,-0.07996163,"num_services, tenure, PaymentMethod_Electronic check",0.17084564
-0.029792825,0.05041703,0.09956873,-0.09080681,-0.037943855,0.08096565,-0.4260431,-0.16932511,-1.5942787,0.3265542,-0.09662612,-0.22398452,-0.07946042,0.0,0.3454397,0.25213143,-0.0013724794,0.0,-0.11671971,0.0,0.1968897,0.0,1.5985931,0.0,-0.13603535,0.0,0.7820274,0.0,0.4351442,0.10879398,0.11517581,-0.1390363,0.44402447,-0.18242252,-0.040788073,0.0913147,"DeviceProtection_Yes, num_services, StreamingTV_Yes",0.82542974
-0.025220858,-0.15096977,-0.2943803,-1.3228052,-0.10163988,-0.16649832,-0.29182032,-1.0585401,0.5413248,-0.5336068,0.0059905457,0.068469204,-0.06912118,0.0,0.21859345,-0.46265194,0.11658744,0.0,-0.10236437,0.0,-0.6405831,0.0,-0.33113405,0.0,-0.25148535,0.0,-0.27616552,0.0,-0.5221889,-0.016433986,-1.2513849,-0.07786214,-0.5487167,-0.020362804,-0.04535478,-0.13825203,"tenure, Contract_Two year, TotalCharges",0.00042738245
0.0029183729,0.0968758,0.09243056,1.1001635,0.37267464,0.04455945,0.39730236,0.6915985,1.612174,0.2899102,-0.024629522,-0.03253508,0.02459805,0.0,-0.1732345,-0.32274035,-0.003468973,0.0,-0.13003777,0.0,-0.21540913,0.0,-0.4481455,0.0,-0.044203337,0.0,-0.45266104,0.0,1.2469535,0.06435097,0.17139651,-0.13030173,0.853543,-0.19422258,-0.049104534,0.11885702,"num_services, StreamingMovies_Yes, tenure",0.99297196
-0.0050487462,0.03940289,-0.19040485,1.2721148,-0.1009368,-0.46995598,0.054903753,0.88062376,-0.15301389,-1.0409853,-0.020620128,-0.051562678,0.077117905,0.0,-0.28957096,-0.45494443,-0.0014269208,0.0,-0.111028664,0.0,-0.35051858,0.0,0.59905773,0.0,-0.042505544,0.0,-0.5082448,0.0,0.43910587,0.12447976,0.18549742,-0.13255496,0.7005405,-0.18823269,-0.025313154,0.08819102,"tenure, charge_per_service, TotalCharges",0.5781881
0.016099239,-0.106227845,0.18548007,-1.9732319,-0.13539417,-0.12167851,-1.4061018,-0.9035994,-2.3037975,-0.595893,0.006197011,0.15730472,-0.2383035,0.0,0.24262175,0.31603217,-0.00083869125,0.0,0.24923411,0.0,0.702874,0.0,0.5613704,0.0,0.5718315,0.0,0.75248384,0.0,0.67018396,0.104353145,-0.119252816,-0.23171501,0.7126619,-0.11502777,-0.0035266066,-0.034786604,"num_services, tenure, MonthlyCharges",0.045240197
0.0065981047,0.12694022,0.021262921,-0.74849236,-0.1151626,0.049900565,0.4952209,0.12419375,0.8174303,-2.0671537,0.006870647,0.11732529,-0.00701257,0.0,-0.4832703,-0.39027312,0.12745844,0.0,-0.15969795,0.0,-0.45325834,0.0,-0.18616465,0.0,-0.24175416,0.0,-0.2599411,0.0,-0.67241657,-0.5693173,-0.34854093,0.21056162,-1.2972207,-0.25262165,-0.06863219,-0.14413483,"charge_per_service, PaymentMethod_Electronic check, num_services",0.0017090124
0.016800173,0.08926511,0.05215636,1.256157,-0.03921077,0.015287939,-0.0036340482,0.36790836,0.46857837,0.39173266,-0.014784411,-0.0571364,0.033991724,0.0,-0.10961357,-0.40958056,-0.003872989,0.0,-0.060509782,0.0,-0.34616667,0.0,-0.4784778,0.0,-0.019364404,0.0,0.63254756,0.0,-0.55319303,0.17077492,0.22847708,-0.19054604,-0.8664122,0.5826395,-0.017622644,0.1968343,"tenure, PaymentMethod_Electronic check, StreamingTV_Yes",0.7898794
-0.12569407,0.121950224,-0.022342227,-0.33404768,-0.046959333,-0.11442995,0.34928527,0.19587147,0.9295138,0.88513124,0.004375566,-0.08716942,-0.027513644,0.0,-0.3243294,0.28678587,-0.0020027878,0.0,-0.056459904,0.0,-0.34111422,0.0,-0.20370845,0.0,-0.1397689,0.0,-0.5940818,0.0,-0.3906599,0.12028712,0.14715016,-0.18535045,0.7581774,-0.15378542,0.1528912,-0.07710417,"num_services, charge_per_service, PaymentMethod_Electronic check",0.67174107
-0.0264767,-0.14205617,-0.5974469,-1.9144653,-0.112958774,-0.11239507,-1.6418192,-0.25922185,-1.8936102,-0.70719606,0.0134614725,-0.07779031,-0.050228406,0.0,0.21942294,0.24038346,-0.00077185105,0.0,0.2338395,0.0,0.46043572,0.0,0.65496117,0.0,0.5122756,0.0,0.5162349,0.0,0.5037053,-0.106120996,-1.5234203,-0.17893654,0.61185145,-0.079797454,-0.004730267,-0.034871556,"tenure, num_services, MonthlyCharges",0.004043589
0.035051268,0.098822616,0.0261177,-0.33607367,-0.027711943,0.15503624,-0.2669955,-0.6403492,0.26932177,0.7907015,0.022201588,-0.30059785,-0.01565092,0.0,0.20600934,0.41121206,-0.001399539,0.0,-0.041565992,0.0,0.63321364,0.0,-0.34414658,0.0,-0.08254108,0.0,-0.7347609,0.0,-0.8493262,0.17802906,0.1842126,-0.25457197,-0.8683977,-0.05873623,0.01689892,-0.132041,"PaymentMethod_Electronic check, StreamingMovies_Yes, charge_per_service",0.12599269
-0.011999877,0.03548645,0.034621917,0.05039482,-0.022354301,-0.28473434,-0.16852954,-0.96449006,-0.71066755,0.4490089,0.004564805,0.15742907,-0.14087085,0.0,-0.5523683,0.26945296,-0.0015629514,0.0,-0.2563517,0.0,-0.67738,0.0,0.5467967,0.0,0.24230622,0.0,0.9551614,0.0,-0.65010864,0.1729632,0.22091098,-0.22431932,-1.1256775,0.5735313,0.009734138,-0.118793145,"PaymentMethod_Electronic check, TotalCharges, StreamingTV_Yes",0.10004977
0.033965103,0.0692934,0.019940864,0.44286224,-0.04030478,0.054557674,0.14684656,0.44290015,0.3366507,0.8112302,-0.037702408,-0.066486664,-0.2438974,0.0,-0.370102,0.3041311,-0.0038372967,0.0,-0.12872018,0.0,-0.36089802,0.0,0.925029,0.0,-0.13900752,0.0,-0.82799184,0.0,-0.5682082,0.06853189,0.14418004,-0.13570996,0.6632099,-0.17027123,-0.011731984,0.10868949,"DeviceProtection_Yes, StreamingTV_Yes, charge_per_service",0.8112759
-0.01770087,0.07065812,0.07388192,0.13287531,-0.076951295,0.010943247,-0.26831782,-0.28528687,-1.5957904,-0.60077554,0.007411993,0.10592043,-0.018632064,0.0,-0.2729975,0.2023047,-0.0010635976,0.0,0.73449576,0.0,-0.2091392,0.0,0.9802756,0.0,0.3194041,0.0,0.78666157,0.0,0.70685333,-0.009669043,0.21602659,-0.18724513,0.782005,-0.15384343,0.0075163026,-0.03288782,"num_services, DeviceProtection_Yes, StreamingTV_Yes",0.80188334
-0.0020031314,-0.1689601,0.040992104,-1.5067967,-0.08905654,-0.12477733,0.23119745,-0.8657638,-0.588047,-0.8623324,0.025498446,0.1339183,0.056298435,0.0,0.20555843,-0.70778126,-0.00069516455,0.0,-0.13887306,0.0,0.5639308,0.0,-0.48673877,0.0,0.28806838,0.0,-0.9606782,0.0,0.5306897,-0.07342225,-1.3332168,-0.25499848,-1.16317,0.30720675,0.0046982286,-0.113445975,"tenure, Contract_Two year, PaymentMethod_Electronic check",0.0008567333
0.27410147,0.028212296,0.07836518,0.026944438,-0.033522096,-0.023439853,0.33531657,-1.0755774,-0.4859913,0.7553799,0.019251563,0.111544825,0.049958583,0.0,-0.47280118,0.27615672,-0.0015363169,0.0,0.52166,0.0,-0.3432985,0.0,-0.4240805,0.0,-0.14973147,0.0,-0.79120386,0.0,0.5568301,0.06548331,0.1251353,-0.2067586,0.6663835,-0.11800917,0.021705454,-0.041134372,"TotalCharges, StreamingTV_Yes, charge_per_service",0.4345079
0.014870628,0.13009484,-0.18330635,0.12943602,-0.10224111,-0.016661188,0.57643,0.13130955,0.87434167,-1.3217642,0.0059006102,0.118632354,-0.024810849,0.0,-0.5100137,-0.24025021,0.12745844,0.0,-0.011612339,0.0,-0.29388863,0.0,-0.2593564,0.0,-0.23353729,0.0,-0.34770834,0.0,-0.5228759,-0.60648715,-0.33067784,-0.14561333,-0.9324252,0.30373752,-0.05807284,-0.11006809,"charge_per_service, PaymentMethod_Electronic check, num_services",0.020877479
-0.013366311,0.09279958,0.0889979,0.2604367,-0.08545709,-0.03675114,-0.013210218,0.2210423,-0.15795879,-0.3740196,-0.016294988,0.20582119,0.07464347,0.0,-0.22818126,-0.3507378,-0.004310016,0.0,-0.12568054,0.0,-0.28595412,0.0,-0.3748114,0.0,0.35230768,0.0,0.678666,0.0,-0.2998781,0.15576187,0.24853614,-0.20422304,-1.1818097,0.55105484,-0.011579319,0.15148094,"PaymentMethod_Electronic check, StreamingTV_Yes, PaymentMethod_Mailed check",0.33369908
-0.07773737,0.093664914,0.078379385,0.08527194,-0.038009614,0.03261983,0.063166,-0.03421052,-0.25169826,0.7112726,-0.014254399,-0.15218881,0.037078194,0.0,0.37120813,0.38561818,-0.0016575583,0.0,-0.12500755,0.0,-0.5677857,0.0,-0.42122248,0.0,-0.121652804,0.0,0.6894201,0.0,0.50655,0.13917087,0.20043084,-0.06278186,-0.55186266,-0.14203107,-0.041149482,0.18627228,"charge_per_service, StreamingTV_Yes, OnlineBackup_Yes",0.72473
-0.027285354,-0.21358545,-0.28420296,-0.5690812,-0.030442338,-0.23942286,0.9555652,-0.70709175,-0.50505984,0.1284286,0.0045099403,0.21516941,-0.13609721,0.0,0.28357485,0.2338524,-0.0012945752,0.0,-0.25884095,0.0,0.46494535,0.0,-0.6220782,0.0,0.42609373,0.0,0.3290738,0.0,-0.7850194,0.0060231825,-1.446948,0.59381217,-1.0150701,-0.106068745,-0.00129707,-0.11122956,"Contract_Two year, PaymentMethod_Electronic check, MonthlyCharges",0.031435
-0.09423359,-0.14396945,-0.28319228,-0.44280437,-0.052894644,-0.07400929,-0.370314,-0.42504975,-1.7918276,-1.6774188,0.0134614725,0.09682922,0.05123695,0.0,0.20674571,-0.47838807,-0.0006027703,0.0,0.1301767,0.0,0.39614356,0.0,0.0028151288,0.0,0.22500293,0.0,0.42157355,0.0,0.5396358,0.10096374,-1.568669,-0.17119342,-0.96916276,0.33281204,-0.021812873,-0.11347783,"num_services, charge_per_service, Contract_Two year",0.0020859274
0.024807028,0.18284376,0.06017871,-0.3910467,-0.041976623,0.12301698,0.22052315,-0.31122205,0.26064625,0.07764744,0.030252423,-0.35733268,0.06480995,0.0,-0.19752635,-0.39502665,-0.0041142073,0.0,-0.20217544,0.0,0.6522723,0.0,-0.46332344,0.0,-0.021457113,0.0,-0.64562654,0.0,-0.5008786,0.11128599,0.18215133,-0.30904424,-0.89071125,0.37628683,0.013829751,-0.093134165,"PaymentMethod_Electronic check, OnlineBackup_Yes, StreamingTV_Yes",0.07922895
-0.020733653,-0.13576934,0.08303262,-0.9309428,0.25875488,-0.0054100663,0.011566798,-0.3499832,-0.4392973,-1.4896337,0.005579306,-0.03169729,0.010158816,0.0,-0.4532586,-0.5402393,-0.002507886,0.0,-0.20356312,0.0,-0.7054742,0.0,0.26956865,0.0,0.08204299,0.0,0.33244497,0.0,0.61137843,0.04794528,0.252379,-0.092246845,-0.8065111,-0.09289153,-0.0005457999,-0.109313674,"charge_per_service, tenure, PaymentMethod_Electronic check",0.011498238
-0.0011689033,0.05508455,0.063907124,-0.034820132,-0.038064547,-0.20068718,-0.025446866,-0.49707502,-0.22069909,0.47459152,0.0043068007,-0.16933589,0.054694384,0.0,-0.54251146,0.30390626,-0.0015363169,0.0,-0.19285344,0.0,-0.5226733,0.0,-0.4588364,0.0,-0.1209326,0.0,0.87902254,0.0,0.6962238,0.1093366,0.14704485,-0.15908241,0.85344374,-0.17142849,-0.02009548,-0.043808233,"StreamingTV_Yes, PaymentMethod_Electronic check, StreamingMovies_Yes",0.55272317
0.008797732,-0.26021048,0.064587764,-1.8474352,-0.048947826,0.053689674,0.106573865,-1.0548694,-0.5109148,0.12659182,0.0066326214,0.22612882,0.19968808,0.0,0.26394364,0.28068885,-0.00086424523,0.0,-0.08647542,0.0,0.7401487,0.0,-0.60004467,0.0,-0.13379057,0.0,0.5982561,0.0,0.59735286,0.07934339,-0.49665302,-0.20093015,0.8046483,-0.11433018,-0.012469875,-0.046753313,"tenure, TotalCharges, PaymentMethod_Electronic check",0.21986671
0.008013995,0.099246114,0.04277768,-0.47589412,0.2589356,-0.09610334,0.18160541,-0.8931855,1.0896631,-0.19764456,0.009402612,0.1989648,0.120594904,0.0,-0.22091222,-0.33126047,-0.012569474,0.0,0.46909413,0.0,-0.83838814,0.0,-0.3098731,0.0,-0.1317664,0.0,-0.3482028,0.0,-0.6031995,-0.46988934,-0.3592615,-0.16401401,-0.9255584,-0.08394559,-0.037956525,-0.13115793,"num_services, PaymentMethod_Electronic check, TotalCharges",0.015347871
-0.22509465,-0.062840074,0.045710754,-1.0891237,-0.0367053,-0.023479486,-0.37702626,-0.47577384,-1.1885126,0.26482072,0.006197011,-0.17060709,-0.33664888,0.0,0.21926844,0.228157,-0.00083869125,0.0,-0.10220657,0.0,0.5790151,0.0,1.2967765,0.0,-0.26244888,0.0,0.728648,0.0,0.50635177,-0.5806739,-0.040409047,-0.25466833,0.60444975,-0.14736563,-0.010804126,-0.039929707,"DeviceProtection_Yes, num_services, tenure",0.27796295
-0.004389571,0.16298378,0.07139968,0.21216181,-0.18874922,-0.010359776,0.2246499,-0.06428839,0.89062023,-0.84207463,0.0059006102,0.16752739,-0.031146076,0.0,0.2742849,-0.4290019,0.11894358,0.0,-0.046041988,0.0,-0.32408482,0.0,-0.19878829,0.0,-0.18497945,0.0,-0.43479672,0.0,-0.4446975,0.09574218,0.30749643,-0.24136063,-1.0154585,0.56317985,-0.08789857,-0.08884522,"PaymentMethod_Electronic check, num_services, charge_per_service",0.1749566
0.2056825,0.004133029,0.027767744,-0.22352897,-0.019422209,0.026252825,0.37368017,-0.20024146,-0.5303798,0.47127163,0.008072365,0.18199609,0.03229887,0.0,0.25267887,0.38553712,-0.004119313,0.0,0.30386716,0.0,-0.63587403,0.0,0.5209215,0.0,-0.17000489,0.0,-0.50725317,0.0,-0.9195651,0.25943428,0.2172159,-0.1089477,-0.6718094,-0.08557257,-0.03521225,-0.11279906,"StreamingMovies_Yes, PaymentMethod_Electronic check, OnlineBackup_Yes",0.27632868
-0.026460491,0.10307389,0.059681114,-0.5207949,-0.13108025,0.014788478,0.12378096,0.31025195,0.91076005,-1.9248248,-0.027096206,0.100100026,0.0363135,0.0,-0.51149076,-0.23932695,0.12035155,0.0,-0.05513675,0.0,-0.19246392,0.0,-0.32556883,0.0,-0.22918525,0.0,-0.36913824,0.0,-0.20941831,-0.031667277,-2.0065963,-0.15180404,-1.0513983,0.40004516,-0.057508156,0.13995996,"Contract_Two year, charge_per_service, PaymentMethod_Electronic check",0.0031705287
0.024058165,0.069094576,0.12576808,-1.019104,-0.026811318,0.008179146,-0.1116468,-0.43714997,-1.9315058,-0.27658665,0.013462063,0.03659193,0.14782237,0.0,-0.28535962,0.3231392,-0.00087863347,0.0,0.4765874,0.0,0.57593447,0.0,0.63516486,0.0,0.6988376,0.0,0.71755546,0.0,0.4984223,-0.0029153107,-0.8011341,0.64498854,-0.81999207,-0.0742353,0.007520762,-0.06416864,"num_services, tenure, PaymentMethod_Electronic check",0.29792708
0.013140213,0.03722051,-0.01021575,-0.19425596,-0.05546542,0.077573955,-0.8420101,-0.40979177,-1.2745012,-0.33299166,0.041017916,0.2630105,0.090972066,0.0,0.2547663,0.21820846,-0.00083869125,0.0,0.4297904,0.0,0.3877935,0.0,0.6724991,0.0,-0.34820086,0.0,-1.310134,0.0,0.7747679,-0.3037165,-0.04727597,-0.18359442,0.57664275,-0.13606732,-0.0048862887,-0.04335142,"StreamingTV_Yes, num_services, MonthlyCharges",0.15859495
-0.051456902,0.10857987,0.038017947,-0.30292422,-0.119156875,-0.033448294,-0.15146297,0.062324755,-0.56397426,-1.3484828,-0.04822466,0.117525406,0.010598692,0.0,-0.2780075,-0.42877862,-0.0011308234,0.0,0.43258318,0.0,-0.4248111,0.0,0.35210082,0.0,-0.16216286,0.0,-0.7524526,0.0,0.40671343,0.12020425,0.31542763,-0.12390445,-0.5741801,-0.1772699,0.017006427,0.1846677,"charge_per_service, StreamingTV_Yes, PaymentMethod_Electronic check",0.0327706
0.06690355,-0.3405624,0.037294213,-1.8553568,-0.057720207,0.038408004,-0.19334932,-0.49404898,-1.0128723,-0.19907191,0.004609269,0.07742554,-0.18489777,0.0,-0.7578171,0.27294523,-0.0011205261,0.0,0.4039573,0.0,-0.31313014,0.0,-0.639056,0.0,0.41414106,0.0,0.711225,0.0,0.9353446,-0.048663426,-1.2136561,-0.24608752,0.6971782,-0.093237355,-0.003921494,-0.041696772,"tenure, Contract_Two year, num_services",0.017197208
-0.008219459,0.08555454,0.10116946,0.56371033,-0.12299755,-0.030743921,0.36319244,0.53903234,0.7037873,-1.3999546,-0.020550352,0.10419164,0.011321457,0.0,-0.3997893,-0.34731182,0.11545408,0.0,-0.07607358,0.0,-0.3456448,0.0,-0.38438454,0.0,-0.17400178,0.0,-0.32181224,0.0,-0.3319234,0.18927188,0.3502174,-0.11094632,-1.104149,0.626464,-0.06329575,0.12593803,"charge_per_service, PaymentMethod_Electronic check, num_services",0.20240651
-0.04130573,-0.10054796,-0.57235885,-0.58189356,-0.033974044,-0.05827419,0.010853134,-0.12715614,-1.5092342,0.110153526,0.004609269,0.046349697,-0.3389366,0.0,0.2361438,0.2409175,-0.0008079108,0.0,0.38673115,0.0,-0.20008492,0.0,0.56313026,0.0,0.5461568,0.0,0.35865343,0.0,0.46571088,0.013142849,-0.7338954,0.4670858,-0.7346402,-0.074288465,0.012550247,-0.098540984,"num_services, PaymentMethod_Electronic check, Contract_Two year",0.14772226
-0.10397956,-0.0036936589,0.09998775,-0.45585403,-0.04909211,-0.027594704,-1.3979696,-1.0912874,-1.7626957,-0.6815361,0.01529416,0.2306478,-0.13678516,0.0,0.10112625,0.43057317,-0.001002092,0.0,0.16252087,0.0,0.33988458,0.0,-0.5357449,0.0,0.62640744,0.0,0.6569458,0.0,0.69593453,-0.02327023,0.17636757,0.7715836,-1.078314,-0.111532085,-0.038578458,-0.07284508,"num_services, MonthlyCharges, TotalCharges",0.036497615
-0.071832165,-0.17648356,-0.034324072,-1.7365177,-0.024749916,0.041033253,-0.13748306,-0.20892924,-0.29662773,0.30427998,0.008072365,0.07308387,0.02285628,0.0,0.2158205,0.21959135,-0.0015375055,0.0,0.3182482,0.0,-0.3431831,0.0,-0.4582484,0.0,0.30690446,0.0,-0.81513125,0.0,-0.66598994,0.15400916,0.13079207,-0.18428895,-0.7250719,-0.038661808,0.008629054,-0.121141486,"tenure, StreamingTV_Yes, PaymentMethod_Electronic check",0.014123256
-0.07611496,-0.33225375,0.101102255,-1.2375426,-0.071210645,0.11487736,0.024338301,0.3103216,-0.38765103,-0.57011503,0.011774402,0.15272681,0.11052413,0.0,-0.25900456,-0.39388055,-0.0015156022,0.0,0.5351633,0.0,0.7077085,0.0,-0.4139603,0.0,0.2263647,0.0,0.33373407,0.0,-0.5700129,-0.093784094,-0.33847895,1.1296718,-1.4261854,-0.16907653,0.017301528,-0.11941401,"PaymentMethod_Electronic check, tenure, PaymentMethod_Credit card (automatic)",0.063362874
-0.00033741005,0.11072737,0.09901512,0.09953565,0.499933,0.045694698,0.19583096,0.18230298,1.121358,-0.40076178,-0.027096206,0.18098477,0.15926588,0.0,-0.25565642,-0.15476425,-0.012569474,0.0,0.40853342,0.0,-0.38568783,0.0,-0.4008989,0.0,-0.21077482,0.0,-0.46591887,0.0,-0.30767983,0.13274811,0.28349027,-0.26245016,-1.2582057,0.4155553,-0.041012034,0.17876908,"PaymentMethod_Electronic check, num_services, PhoneService",0.4802862
-0.027928106,-0.18246424,0.0007960644,-1.4473709,-0.15520938,-0.08614145,-0.06869125,-0.6401415,-1.1313181,-1.5350294,0.005579306,-0.1604055,-0.022588927,0.0,-0.40207416,-0.4882533,-0.0007271896,0.0,0.3385365,0.0,-0.2765301,0.0,0.27574974,0.0,0.166489,0.0,0.45897922,0.0,0.5045309,-0.15292458,-1.0920196,-0.26482666,0.7841184,-0.0954189,-0.006642626,-0.047014024,"charge_per_service, tenure, num_services",0.0031482067
-0.015193687,-0.16644056,-0.3057527,-0.39969072,-0.0648605,0.030096527,0.62775195,0.456109,0.6607257,-1.4922779,-0.014779429,0.073615395,-0.05081254,0.0,-0.46618503,-0.30388036,0.12035155,0.0,-0.009046032,0.0,-0.19454229,0.0,-0.3755578,0.0,-0.205748,0.0,-0.35906857,0.0,-0.2745549,0.001512272,-2.0084958,-0.14371842,-0.8606016,0.45668006,-0.07037207,0.18296017,"Contract_Two year, charge_per_service, PaymentMethod_Electronic check",0.005593146
-0.038887326,-0.23054366,0.05661895,-0.2753097,-0.040839687,0.05342068,0.13324112,-0.5639966,-0.25116277,0.28690335,0.004609269,-0.16549118,-0.1208183,0.0,0.2691437,-0.57090336,-0.0010381518,0.0,-0.10485532,0.0,-0.32767895,0.0,-0.55602795,0.0,-0.09046519,0.0,0.50760996,0.0,0.86422837,-0.17469454,-0.13693166,0.5849282,-1.1096172,-0.118054405,-0.010145494,-0.10899558,"PaymentMethod_Electronic check, StreamingMovies_Yes, PaymentMethod_Credit card (automatic)",0.09581799
0.004942203,-0.21011324,0.14960583,-1.5107833,-0.037607014,0.036293752,-1.1178349,-0.33391386,-1.9238005,0.054276668,0.0134614725,0.059252612,0.20208956,0.0,0.32098857,0.23210455,-0.00083869125,0.0,-0.17901537,0.0,1.0200149,0.0,0.8244928,0.0,0.47161093,0.0,0.8460459,0.0,0.55197763,-0.048118312,0.18657939,-0.195262,0.65185255,-0.15466316,-0.010597535,-0.03754656,"num_services, tenure, MonthlyCharges",0.46422833
-0.0120782945,-0.15843002,0.044146623,-1.133075,-0.10743186,-0.020967936,0.6904933,-0.30321595,0.8174369,-1.0374984,0.005020509,0.087502636,-0.10014115,0.0,-0.4887893,-0.31608194,0.12745844,0.0,-0.031194663,0.0,-0.53285986,0.0,-0.18004607,0.0,-0.1583477,0.0,-0.33005342,0.0,-0.5350174,-0.2881999,-0.3696445,-0.18705405,-1.019306,0.45741346,-0.028911844,-0.15368752,"tenure, charge_per_service, PaymentMethod_Electronic check",0.0051102396
-0.015893847,0.03023147,0.092161186,-0.4497155,-0.044970967,-0.28416058,0.22875912,-0.4472758,-1.5966725,0.1628749,0.0061976016,-0.19668831,-0.22318745,0.0,0.28566033,0.27636585,-0.00077185105,0.0,-0.1682306,0.0,0.5015724,0.0,1.1478367,0.0,-0.35064965,0.0,0.80503523,0.0,0.47996977,0.0060343184,-1.0254588,-0.1570367,0.62365454,-0.123579815,0.0033147307,-0.03590339,"num_services, DeviceProtection_Yes, Contract_Two year",0.38240469
0.041449007,0.10923675,0.040515028,1.2259021,-0.05320298,7.977302e-05,0.26245946,1.3016188,1.0191296,1.5030452,-0.014211415,-0.06213747,0.08491732,0.0,-0.08193468,0.40440515,-0.0033663616,0.0,-0.11219691,0.0,-0.5907917,0.0,-0.3184512,0.0,-0.08571743,0.0,-0.40546057,0.0,-0.39556074,0.10716247,0.15519373,-0.11529304,0.7638248,-0.20742482,-0.08732106,0.13047408,"charge_per_service, TotalCharges, tenure",0.990122
-0.010903684,0.12831663,0.054409117,0.53677416,-0.07075074,-0.006575981,0.29821742,-0.19873776,0.7129245,0.7150157,-0.019931613,-0.006865247,-0.08480999,0.0,-0.35805577,-0.1923275,-0.004310016,0.0,-0.08324927,0.0,-0.4199576,0.0,-0.38327807,0.0,-0.18338382,0.0,-0.27236566,0.0,-0.415121,0.14490461,0.2011298,0.55241925,-0.96940327,-0.16855288,-0.08185203,0.1751748,"PaymentMethod_Electronic check, charge_per_service, num_services",0.39652324
-0.11265449,-0.13381325,-0.13518792,-1.8625062,-0.052138653,0.05650572,-0.31844124,-0.7003813,-1.6703137,-1.5337094,0.005525032,0.08654635,-0.19501887,0.0,0.17259476,-0.472484,-0.0006027703,0.0,0.19554357,0.0,0.32914883,0.0,0.49387947,0.0,0.37335515,0.0,0.4421553,0.0,0.5293862,0.08937353,-1.5577463,-0.21317084,-1.1005621,0.09319244,-0.016738752,-0.11783777,"tenure, num_services, Contract_Two year",0.0006519243
0.010366167,0.06758896,0.14263843,-0.019459046,0.5245645,-0.013264875,0.07615252,-0.34654275,0.7435527,-0.78020096,-0.0248321,-0.17483358,0.05700153,0.0,-0.25123507,-0.38430595,-0.0059399516,0.0,-0.18905284,0.0,-0.17804492,0.0,0.46589786,0.0,-0.11871563,0.0,0.3877216,0.0,-0.77946126,-0.10460858,-0.08264556,-0.19232868,0.9734283,-0.20937233,-0.041798744,0.1206085,"PaymentMethod_Electronic check, charge_per_service, StreamingMovies_Yes",0.41679394
-0.12156384,-0.1324932,-0.13874035,-0.4828234,-0.015592508,0.097901054,-0.20869873,-0.30295783,-1.6925054,-1.0868161,0.005525032,0.09374718,-0.10439519,0.0,0.2982973,-0.44625914,-0.0006027703,0.0,0.50061315,0.0,0.5066951,0.0,0.22090276,0.0,0.3745578,0.0,0.38561398,0.0,0.4700303,0.102210246,-1.2769389,0.71392125,-1.017519,-0.105017915,0.003624701,-0.110729456,"num_services, Contract_Two year, charge_per_service",0.029920312
-0.047418464,0.16920894,0.03009455,-0.9312546,-0.09319846,-0.044388894,-0.07975968,-0.805661,-0.54211533,-0.7045995,0.022987962,0.09563175,-0.16020182,0.0,0.05762181,-0.52957267,-0.00087959017,0.0,0.19881293,0.0,0.53236276,0.0,-0.44319394,0.0,0.4491,0.0,-0.5217043,0.0,-0.5190455,0.007366352,-1.2757809,-0.39993104,-1.1051658,0.35287398,0.012495003,-0.10471314,"Contract_Two year, PaymentMethod_Electronic check, tenure",0.0016773575
0.007664884,0.059798464,0.047114845,-0.58946335,-0.030716328,0.08868604,0.08419206,-0.99733067,0.33527628,0.6187136,0.02028669,-0.14101546,0.15708147,0.0,-0.4443471,0.27553657,-0.004208292,0.0,-0.104201354,0.0,-0.45044756,0.0,0.3644031,0.0,-0.089149624,0.0,-0.8008121,0.0,-0.61969197,0.07507639,0.14707285,-0.12444422,0.8369809,-0.13454518,-0.02603397,-0.055490423,"TotalCharges, PaymentMethod_Electronic check, StreamingTV_Yes",0.18200229
