churn_probability,actual_churn,top_risk_factors,tenure,MonthlyCharges,TotalCharges,Contract,InternetService,risk_tier,expected_remaining_months,CLV,priority_score,priority_rank
0.055432204,0,"Contract_Two year, tenure, StreamingMovies_Yes",3,88.3,273.75,Month-to-month,Fiber optic,LOW,29.421786120591584,2597.94,144.01,320
0.7975648,0,"tenure, num_services, PaymentMethod_Electronic check",24,21.05,531.55,One year,No,HIGH,8.421786120591584,177.28,141.39,321
0.066554435,0,"charge_per_service, num_services, MonthlyCharges",2,69.75,144.55,Month-to-month,Fiber optic,LOW,30.421786120591584,2121.92,141.22,322
0.27568936,0,"num_services, MonthlyCharges, TechSupport_Yes",23,54.25,1221.55,Month-to-month,DSL,LOW,9.421786120591584,511.13,140.91,323
0.1749566,0,"PaymentMethod_Electronic check, num_services, charge_per_service",22,76.0,1783.6,One year,Fiber optic,LOW,10.421786120591584,792.06,138.58,324
0.14662337,0,"PaymentMethod_Electronic check, charge_per_service, PaymentMethod_Credit card (automatic)",2,30.9,59.05,Month-to-month,DSL,LOW,30.421786120591584,940.03,137.83,325
0.12058648,0,"PaymentMethod_Electronic check, PaymentMethod_Credit card (automatic), num_services",9,48.6,422.3,One year,DSL,LOW,23.421786120591584,1138.3,137.26,326
0.05787109,0,"charge_per_service, OnlineBackup_Yes, PaymentMethod_Electronic check",1,75.05,75.05,Month-to-month,Fiber optic,LOW,31.421786120591584,2358.21,136.47,327
0.06788458,0,"PaymentMethod_Electronic check, PaymentMethod_Mailed check, DeviceProtection_Yes",4,70.15,268.35,Month-to-month,Fiber optic,LOW,28.421786120591584,1993.79,135.35,328
0.21422689,0,"num_services, charge_per_service, PaymentMethod_Electronic check",1,19.85,19.85,Month-to-month,No,LOW,31.421786120591584,623.72,133.62,329
0.101290874,0,"MonthlyCharges, num_services, PaymentMethod_Electronic check",15,75.35,1114.55,Month-to-month,Fiber optic,LOW,17.421786120591584,1312.73,132.97,330
0.084199764,0,"charge_per_service, PaymentMethod_Electronic check, num_services",13,81.15,952.3,Month-to-month,Fiber optic,LOW,19.421786120591584,1576.08,132.71,331
0.22438106,1,"num_services, PaymentMethod_Electronic check, StreamingTV_Yes",4,20.5,77.6,Month-to-month,No,LOW,28.421786120591584,582.65,130.74,332
0.31101257,0,"PaymentMethod_Electronic check, charge_per_service, MonthlyCharges",12,20.45,255.35,Month-to-month,No,LOW,20.421786120591584,417.63,129.89,333
0.045437407,1,"tenure, TotalCharges, DeviceProtection_Yes",1,90.85,90.85,Month-to-month,Fiber optic,LOW,31.421786120591584,2854.67,129.71,334
0.05371693,0,"PaymentMethod_Electronic check, StreamingMovies_Yes, OnlineBackup_Yes",4,84.6,360.1,Month-to-month,Fiber optic,LOW,28.421786120591584,2404.48,129.16,335
0.06325812,0,"PaymentMethod_Electronic check, StreamingTV_Yes, DeviceProtection_Yes",5,74.35,334.8,Month-to-month,Fiber optic,LOW,27.421786120591584,2038.81,128.97,336
0.1183884,1,"num_services, MonthlyCharges, Contract_Two year",5,39.5,210.75,Month-to-month,DSL,LOW,27.421786120591584,1083.16,128.23,337
0.100864395,0,"charge_per_service, PaymentMethod_Electronic check, num_services",18,87.9,1500.5,Month-to-month,Fiber optic,LOW,14.421786120591584,1267.68,127.86,338
0.52941334,1,"charge_per_service, num_services, PaymentMethod_Electronic check",23,25.6,514.75,Two year,No,MEDIUM,9.421786120591584,241.2,127.69,339
0.82542974,1,"DeviceProtection_Yes, num_services, StreamingTV_Yes",29,45.0,1228.65,Month-to-month,DSL,HIGH,3.421786120591584,153.98,127.1,340
0.10802053,0,"PaymentMethod_Electronic check, charge_per_service, num_services",20,94.3,1818.3,One year,Fiber optic,LOW,12.421786120591584,1171.37,126.53,341
0.06742586,0,"PaymentMethod_Electronic check, TotalCharges, PaymentMethod_Mailed check",7,71.35,515.75,Month-to-month,DSL,LOW,25.421786120591584,1813.84,122.3,342
0.27682883,0,"StreamingTV_Yes, PaymentMethod_Electronic check, PaymentMethod_Credit card (automatic)",15,25.25,394.85,Month-to-month,No,LOW,17.421786120591584,439.9,121.78,343
0.05892529,1,"StreamingTV_Yes, Contract_One year, PaymentMethod_Electronic check",8,84.5,662.65,Month-to-month,Fiber optic,LOW,24.421786120591584,2063.64,121.6,344
0.15973862,0,"StreamingTV_Yes, StreamingMovies_Yes, TotalCharges",7,29.8,220.45,Month-to-month,DSL,LOW,25.421786120591584,757.57,121.01,345
0.119884856,1,"charge_per_service, num_services, tenure",12,49.05,593.05,Month-to-month,DSL,LOW,20.421786120591584,1001.69,120.09,346
0.9715025,1,"tenure, charge_per_service, TotalCharges",26,19.15,515.75,Two year,No,HIGH,6.421786120591584,122.98,119.48,347
0.053709585,0,"PaymentMethod_Electronic check, num_services, InternetService_Fiber optic",9,94.75,889.9,Month-to-month,Fiber optic,LOW,23.421786120591584,2219.21,119.19,348
0.485217,1,"tenure, PaymentMethod_Electronic check, StreamingMovies_Yes",20,19.7,406.95,Two year,No,MEDIUM,12.421786120591584,244.71,118.74,349
0.12495445,0,"charge_per_service, PaymentMethod_Electronic check, num_services",22,89.25,1907.85,Month-to-month,Fiber optic,LOW,10.421786120591584,930.14,116.23,350
0.9111172,1,"tenure, PaymentMethod_Electronic check, PaymentMethod_Mailed check",31,89.3,2823.0,Month-to-month,Fiber optic,HIGH,1.4217861205915838,126.97,115.68,351
0.17020957,0,"PaymentMethod_Electronic check, charge_per_service, num_services",10,29.75,301.9,Month-to-month,DSL,LOW,22.421786120591584,667.05,113.54,352
0.18411565,0,"PaymentMethod_Electronic check, StreamingMovies_Yes, InternetService_Fiber optic",1,19.45,19.45,Month-to-month,No,LOW,31.421786120591584,611.15,112.52,353
0.9847719,1,"charge_per_service, tenure, TotalCharges",72,112.6,8126.65,Two year,Fiber optic,HIGH,1.0,112.6,110.89,354
0.11076757,0,"num_services, MonthlyCharges, StreamingMovies_Yes",17,64.8,1175.6,One year,DSL,LOW,15.421786120591584,999.33,110.69,355
0.18200229,1,"TotalCharges, PaymentMethod_Electronic check, StreamingTV_Yes",1,19.25,19.25,Month-to-month,No,LOW,31.421786120591584,604.87,110.09,356
0.07922895,0,"PaymentMethod_Electronic check, OnlineBackup_Yes, StreamingTV_Yes",5,50.55,244.75,Month-to-month,DSL,LOW,27.421786120591584,1386.17,109.82,357
0.13360132,0,"charge_per_service, num_services, PaymentMethod_Electronic check",22,78.85,1600.25,Month-to-month,Fiber optic,LOW,10.421786120591584,821.76,109.79,358
0.77548426,1,"charge_per_service, MonthlyCharges, PaymentMethod_Electronic check",31,99.45,3109.9,Two year,Fiber optic,HIGH,1.4217861205915838,141.4,109.65,359
0.044443745,0,"tenure, PaymentMethod_Electronic check, StreamingTV_Yes",2,80.95,171.15,Month-to-month,Fiber optic,LOW,30.421786120591584,2462.64,109.45,360
0.95713556,0,"DeviceProtection_Yes, StreamingTV_Yes, TechSupport_Yes",72,114.0,8093.15,Two year,Fiber optic,HIGH,1.0,114.0,109.11,361
0.28058884,0,"num_services, StreamingMovies_Yes, DeviceProtection_Yes",12,19.0,233.55,Month-to-month,No,LOW,20.421786120591584,388.01,108.87,362
0.15191528,0,"PaymentMethod_Electronic check, StreamingMovies_Yes, OnlineBackup_Yes",23,75.6,1758.6,Month-to-month,Fiber optic,LOW,9.421786120591584,712.29,108.21,363
0.95477647,1,"TotalCharges, charge_per_service, StreamingMovies_Yes",69,113.25,7895.15,Two year,Fiber optic,HIGH,1.0,113.25,108.13,364
0.41679394,1,"PaymentMethod_Electronic check, charge_per_service, StreamingMovies_Yes",29,75.55,2054.4,Two year,DSL,MEDIUM,3.421786120591584,258.52,107.75,365
0.9214176,1,"num_services, charge_per_service, PaymentMethod_Electronic check",72,116.05,8404.9,Two year,Fiber optic,HIGH,1.0,116.05,106.93,366
0.984455,1,"tenure, MonthlyCharges, charge_per_service",71,108.55,7616.0,Two year,Fiber optic,HIGH,1.0,108.55,106.86,367
0.98820287,0,"num_services, tenure, StreamingMovies_Yes",51,107.45,5680.9,One year,Fiber optic,HIGH,1.0,107.45,106.18,368
0.17215858,0,"PaymentMethod_Electronic check, StreamingMovies_Yes, charge_per_service",1,19.55,19.55,Month-to-month,No,LOW,31.421786120591584,614.3,105.76,369
0.07428875,1,"num_services, DeviceProtection_Yes, MonthlyCharges",1,45.3,45.3,Month-to-month,DSL,LOW,31.421786120591584,1423.41,105.74,370
0.5034873,0,"PaymentMethod_Electronic check, charge_per_service, StreamingTV_Yes",30,86.45,2538.05,One year,Fiber optic,MEDIUM,2.421786120591584,209.36,105.41,371
0.050149802,1,"StreamingTV_Yes, num_services, MultipleLines_Yes",2,68.95,119.75,Month-to-month,Fiber optic,LOW,30.421786120591584,2097.58,105.19,372
0.9873717,1,"charge_per_service, tenure, TotalCharges",48,105.25,4997.5,Month-to-month,Fiber optic,HIGH,1.0,105.25,103.92,373
0.17460516,0,"num_services, tenure, OnlineBackup_Yes",5,21.05,113.85,Month-to-month,No,LOW,27.421786120591584,577.23,100.79,374
0.9452039,1,"tenure, charge_per_service, TotalCharges",61,106.45,6300.15,Month-to-month,Fiber optic,HIGH,1.0,106.45,100.62,375
0.9698836,0,"charge_per_service, StreamingTV_Yes, PaymentMethod_Electronic check",66,102.85,6976.75,One year,Fiber optic,HIGH,1.0,102.85,99.75,376
0.9410029,0,"tenure, PaymentMethod_Electronic check, TotalCharges",54,105.85,5826.65,One year,Fiber optic,HIGH,1.0,105.85,99.61,377
0.16700271,0,"num_services, tenure, TechSupport_Yes",13,30.15,382.2,Month-to-month,DSL,LOW,19.421786120591584,585.57,97.79,378
0.16493532,0,"num_services, PaymentMethod_Electronic check, charge_per_service",3,19.95,58.3,Month-to-month,No,LOW,29.421786120591584,586.96,96.81,379
0.8986181,1,"charge_per_service, num_services, PaymentMethod_Electronic check",72,107.5,7853.7,Two year,Fiber optic,HIGH,1.0,107.5,96.6,380
0.22357254,0,"PaymentMethod_Electronic check, StreamingTV_Yes, StreamingMovies_Yes",11,19.95,214.75,Month-to-month,No,LOW,21.421786120591584,427.36,95.55,381
0.0954607,0,"PaymentMethod_Electronic check, num_services, OnlineBackup_Yes",14,54.25,773.2,One year,DSL,LOW,18.421786120591584,999.38,95.4,382
0.10818125,0,"charge_per_service, PaymentMethod_Electronic check, StreamingMovies_Yes",24,104.15,2494.65,Month-to-month,Fiber optic,LOW,8.421786120591584,877.13,94.89,383
0.9572911,0,"tenure, DeviceProtection_Yes, PaymentMethod_Mailed check",41,98.8,3959.15,Two year,Fiber optic,HIGH,1.0,98.8,94.58,384
0.9949163,0,"charge_per_service, StreamingTV_Yes, PaymentMethod_Electronic check",32,93.95,2861.45,Month-to-month,Fiber optic,HIGH,1.0,93.95,93.47,385
0.94100446,0,"charge_per_service, PaymentMethod_Electronic check, TotalCharges",61,98.45,6145.2,One year,Fiber optic,HIGH,1.0,98.45,92.64,386
0.91720885,0,"PaymentMethod_Electronic check, StreamingTV_Yes, PhoneService",70,101.0,7085.5,Two year,Fiber optic,HIGH,1.0,101.0,92.64,386
0.06656523,1,"PaymentMethod_Electronic check, charge_per_service, OnlineBackup_Yes",11,64.9,697.25,One year,DSL,LOW,21.421786120591584,1390.27,92.54,388
0.21085818,0,"StreamingTV_Yes, StreamingMovies_Yes, num_services",11,20.45,250.8,Month-to-month,No,LOW,21.421786120591584,438.08,92.37,389
0.0562107,0,"Contract_Two year, charge_per_service, PaymentMethod_Electronic check",2,53.85,108.15,Month-to-month,DSL,LOW,30.421786120591584,1638.21,92.08,390
0.89899087,1,"num_services, tenure, PaymentMethod_Electronic check",50,101.9,5265.5,One year,Fiber optic,HIGH,1.0,101.9,91.61,391
0.8439621,0,"DeviceProtection_Yes, num_services, StreamingMovies_Yes",70,108.15,7930.55,One year,Fiber optic,HIGH,1.0,108.15,91.27,392
0.94393915,1,"PaymentMethod_Electronic check, charge_per_service, MonthlyCharges",59,96.65,5580.8,Month-to-month,Fiber optic,HIGH,1.0,96.65,91.23,393
0.045712788,0,"tenure, num_services, Contract_Two year",4,70.2,237.95,Month-to-month,Fiber optic,LOW,28.421786120591584,1995.21,91.21,394
0.04259175,0,"Contract_Two year, num_services, PaymentMethod_Credit card (automatic)",2,70.3,132.4,Month-to-month,DSL,LOW,30.421786120591584,2138.65,91.09,395
0.9112622,0,"StreamingTV_Yes, charge_per_service, PaymentMethod_Electronic check",69,99.45,7007.6,Month-to-month,Fiber optic,HIGH,1.0,99.45,90.63,396
0.99194807,0,"tenure, MonthlyCharges, DeviceProtection_Yes",32,91.35,2896.55,Month-to-month,Fiber optic,HIGH,1.0,91.35,90.61,397
0.03108574,0,"num_services, PaymentMethod_Electronic check, OnlineBackup_Yes",6,109.9,669.45,Month-to-month,Fiber optic,LOW,26.421786120591584,2903.75,90.27,398
0.9595045,1,"charge_per_service, StreamingTV_Yes, PaymentMethod_Electronic check",53,93.45,4872.2,One year,Fiber optic,HIGH,1.0,93.45,89.67,399
0.056972593,0,"PaymentMethod_Electronic check, num_services, StreamingMovies_Yes",1,49.95,49.95,Month-to-month,DSL,LOW,31.421786120591584,1569.52,89.42,400
0.9372655,0,"charge_per_service, StreamingTV_Yes, PaymentMethod_Mailed check",58,94.7,5430.35,One year,Fiber optic,HIGH,1.0,94.7,88.76,401
0.89197296,0,"charge_per_service, StreamingTV_Yes, StreamingMovies_Yes",49,99.05,4853.75,Month-to-month,Fiber optic,HIGH,1.0,99.05,88.35,402
0.56452054,0,"DeviceProtection_Yes, num_services, StreamingMovies_Yes",30,64.5,1888.45,Month-to-month,DSL,MEDIUM,2.421786120591584,156.21,88.18,403
0.8256573,1,"PaymentMethod_Electronic check, OnlineBackup_Yes, charge_per_service",71,106.7,7382.25,Two year,Fiber optic,HIGH,1.0,106.7,88.1,404
0.7723893,1,"num_services, DeviceProtection_Yes, MonthlyCharges",72,114.05,8468.2,Two year,Fiber optic,HIGH,1.0,114.05,88.09,405
0.8997068,1,"tenure, charge_per_service, num_services",64,97.0,6430.9,One year,Fiber optic,HIGH,1.0,97.0,87.27,406
0.33970717,1,"StreamingMovies_Yes, DeviceProtection_Yes, OnlineBackup_Yes",29,74.95,2149.05,Month-to-month,Fiber optic,LOW,3.421786120591584,256.46,87.12,407
0.04082901,0,"PaymentMethod_Electronic check, PaymentMethod_Credit card (automatic), charge_per_service",10,95.1,865.1,Month-to-month,Fiber optic,LOW,22.421786120591584,2132.31,87.06,408
0.060580157,0,"charge_per_service, num_services, tenure",1,45.7,45.7,Month-to-month,DSL,LOW,31.421786120591584,1435.98,86.99,409
0.86711425,0,"charge_per_service, MonthlyCharges, PaymentMethod_Electronic check",62,100.15,6413.65,One year,Fiber optic,HIGH,1.0,100.15,86.84,410
0.82252777,1,"num_services, StreamingTV_Yes, OnlineBackup_Yes",67,105.4,6989.45,One year,Fiber optic,HIGH,1.0,105.4,86.69,411
0.7934963,0,"PaymentMethod_Electronic check, StreamingTV_Yes, StreamingMovies_Yes",48,108.1,5067.45,Two year,Fiber optic,HIGH,1.0,108.1,85.78,412
0.046708044,0,"charge_per_service, num_services, PaymentMethod_Electronic check",15,105.35,1559.25,Month-to-month,Fiber optic,LOW,17.421786120591584,1835.39,85.73,413
0.8062304,0,"charge_per_service, num_services, PaymentMethod_Electronic check",66,105.0,7133.25,Month-to-month,Fiber optic,HIGH,1.0,105.0,84.65,414
0.7810057,1,"num_services, TechSupport_Yes, OnlineBackup_Yes",31,75.25,2344.5,One year,DSL,HIGH,1.4217861205915838,106.99,83.56,415
0.03610962,0,"charge_per_service, PaymentMethod_Electronic check, MonthlyCharges",1,73.55,73.55,Month-to-month,Fiber optic,LOW,31.421786120591584,2311.07,83.45,416
0.9677021,1,"DeviceProtection_Yes, num_services, TotalCharges",41,86.2,3339.05,One year,Fiber optic,HIGH,1.0,86.2,83.42,417
0.31209156,0,"tenure, StreamingTV_Yes, PaymentMethod_Electronic check",19,19.9,367.55,Month-to-month,No,LOW,13.421786120591584,267.09,83.36,418
0.058389906,0,"PaymentMethod_Electronic check, StreamingMovies_Yes, TotalCharges",11,66.35,740.8,Month-to-month,DSL,LOW,21.421786120591584,1421.34,82.99,419
0.3790183,0,"num_services, PaymentMethod_Electronic check, StreamingMovies_Yes",30,90.4,2820.65,One year,Fiber optic,LOW,2.421786120591584,218.93,82.98,420
0.025998779,0,"tenure, PaymentMethod_Electronic check, OnlineBackup_Yes",2,104.4,242.8,Month-to-month,Fiber optic,LOW,30.421786120591584,3176.03,82.57,421
0.23942868,0,"num_services, charge_per_service, PaymentMethod_Electronic check",29,100.55,2830.45,One year,Fiber optic,LOW,3.421786120591584,344.06,82.38,422
0.70784503,0,"num_services, DeviceProtection_Yes, StreamingTV_Yes",72,115.6,8220.4,Two year,Fiber optic,HIGH,1.0,115.6,81.83,423
0.7769093,1,"num_services, tenure, charge_per_service",64,105.25,6823.4,Two year,Fiber optic,HIGH,1.0,105.25,81.77,424
0.087967634,0,"PaymentMethod_Electronic check, num_services, PaymentMethod_Credit card (automatic)",22,89.1,1949.4,Month-to-month,Fiber optic,LOW,10.421786120591584,928.58,81.68,425
0.030986559,0,"charge_per_service, PaymentMethod_Electronic check, num_services",5,96.1,453.4,Month-to-month,Fiber optic,LOW,27.421786120591584,2635.23,81.66,426
0.990122,1,"charge_per_service, TotalCharges, tenure",38,81.85,3141.7,Month-to-month,Fiber optic,HIGH,1.0,81.85,81.04,427
0.94286895,0,"charge_per_service, StreamingMovies_Yes, MonthlyCharges",71,85.75,6223.8,Two year,DSL,HIGH,1.0,85.75,80.85,428
0.9669495,1,"StreamingMovies_Yes, charge_per_service, DeviceProtection_Yes",63,83.5,5435.0,Two year,DSL,HIGH,1.0,83.5,80.74,429
0.73370886,0,"tenure, StreamingMovies_Yes, PaymentMethod_Electronic check",72,109.7,8129.3,Two year,Fiber optic,HIGH,1.0,109.7,80.49,430
0.9882677,1,"DeviceProtection_Yes, tenure, TotalCharges",67,81.35,5398.6,Two year,DSL,HIGH,1.0,81.35,80.4,431
0.032774135,0,"tenure, Contract_Two year, num_services",8,100.3,832.35,Month-to-month,Fiber optic,LOW,24.421786120591584,2449.51,80.28,432
0.72333676,1,"charge_per_service, num_services, PaymentMethod_Electronic check",56,110.5,6139.5,One year,Fiber optic,HIGH,1.0,110.5,79.93,433
0.76456344,1,"PaymentMethod_Electronic check, StreamingMovies_Yes, charge_per_service",42,103.8,4327.5,Month-to-month,Fiber optic,HIGH,1.0,103.8,79.36,434
0.11144944,0,"PaymentMethod_Electronic check, charge_per_service, OnlineBackup_Yes",25,95.15,2395.7,Month-to-month,Fiber optic,LOW,7.421786120591584,706.18,78.7,435
0.7853122,0,"tenure, StreamingTV_Yes, DeviceProtection_Yes",72,99.9,7251.7,Two year,Fiber optic,HIGH,1.0,99.9,78.45,436
0.031666193,0,"tenure, num_services, charge_per_service",2,80.65,144.15,Month-to-month,Fiber optic,LOW,30.421786120591584,2453.52,77.69,437
0.9567745,1,"tenure, charge_per_service, StreamingTV_Yes",32,80.35,2596.15,Month-to-month,Fiber optic,HIGH,1.0,80.35,76.88,438
0.6662032,0,"PaymentMethod_Electronic check, StreamingMovies_Yes, StreamingTV_Yes",31,81.15,2545.75,One year,DSL,MEDIUM,1.4217861205915838,115.38,76.87,439
0.7208236,1,"DeviceProtection_Yes, tenure, PaymentMethod_Electronic check",61,106.35,6751.35,Month-to-month,Fiber optic,HIGH,1.0,106.35,76.66,440
0.68779343,1,"StreamingTV_Yes, charge_per_service, PaymentMethod_Electronic check",67,111.2,7530.8,Two year,Fiber optic,MEDIUM,1.0,111.2,76.48,441
0.8370913,1,"tenure, DeviceProtection_Yes, PaymentMethod_Electronic check",52,91.25,4738.3,One year,Fiber optic,HIGH,1.0,91.25,76.38,442
0.72473,1,"charge_per_service, StreamingTV_Yes, OnlineBackup_Yes",52,105.05,5624.85,Month-to-month,Fiber optic,HIGH,1.0,105.05,76.13,443
0.86615956,0,"DeviceProtection_Yes, tenure, num_services",45,87.25,3941.7,Month-to-month,Fiber optic,HIGH,1.0,87.25,75.57,444
0.034121517,0,"charge_per_service, PaymentMethod_Electronic check, num_services",1,70.45,70.45,Month-to-month,Fiber optic,LOW,31.421786120591584,2213.66,75.53,445
0.7616252,0,"num_services, DeviceProtection_Yes, StreamingTV_Yes",65,99.05,6416.7,Two year,Fiber optic,HIGH,1.0,99.05,75.44,446
0.7334132,0,"tenure, DeviceProtection_Yes, PaymentMethod_Electronic check",52,102.7,5138.1,Month-to-month,Fiber optic,HIGH,1.0,102.7,75.32,447
0.9091301,1,"tenure, charge_per_service, num_services",72,82.3,5815.15,Two year,DSL,HIGH,1.0,82.3,74.82,448
0.12589207,1,"PaymentMethod_Electronic check, StreamingTV_Yes, StreamingMovies_Yes",2,19.5,27.55,Month-to-month,No,LOW,30.421786120591584,593.22,74.68,449
0.8185612,1,"charge_per_service, num_services, PaymentMethod_Electronic check",37,91.2,3247.55,One year,Fiber optic,HIGH,1.0,91.2,74.65,450
0.67347205,1,"charge_per_service, PaymentMethod_Electronic check, OnlineBackup_Yes",44,109.8,4860.35,One year,Fiber optic,MEDIUM,1.0,109.8,73.95,451
0.6992288,0,"num_services, DeviceProtection_Yes, OnlineBackup_Yes",72,105.5,7544.0,Two year,Fiber optic,MEDIUM,1.0,105.5,73.77,452
0.9282614,1,"num_services, charge_per_service, PaymentMethod_Electronic check",69,79.45,5502.55,Two year,DSL,HIGH,1.0,79.45,73.75,453
0.7741098,0,"charge_per_service, StreamingTV_Yes, PaymentMethod_Electronic check",46,95.25,4424.2,One year,Fiber optic,HIGH,1.0,95.25,73.73,454
0.2034412,0,"num_services, PaymentMethod_Electronic check, StreamingTV_Yes",14,19.65,228.65,One year,No,LOW,18.421786120591584,361.99,73.64,455
0.73296124,0,"PaymentMethod_Electronic check, MonthlyCharges, StreamingTV_Yes",58,100.35,5681.1,One year,Fiber optic,HIGH,1.0,100.35,73.55,456
0.8969534,1,"charge_per_service, num_services, tenure",71,81.85,5924.4,Two year,DSL,HIGH,1.0,81.85,73.42,457
0.8124739,0,"PaymentMethod_Electronic check, charge_per_service, TotalCharges",51,90.35,4614.55,One year,Fiber optic,HIGH,1.0,90.35,73.41,458
0.05898899,0,"tenure, StreamingMovies_Yes, num_services",16,75.4,1189.4,Month-to-month,Fiber optic,LOW,16.421786120591584,1238.2,73.04,459
0.8813838,1,"charge_per_service, num_services, tenure",61,82.15,4904.85,Month-to-month,Fiber optic,HIGH,1.0,82.15,72.41,460
0.97520274,1,"charge_per_service, tenure, num_services",34,73.95,2524.45,Month-to-month,Fiber optic,HIGH,1.0,73.95,72.12,461
0.7644824,0,"tenure, charge_per_service, num_services",53,94.25,4867.95,One year,Fiber optic,HIGH,1.0,94.25,72.05,462
0.9859163,1,"TotalCharges, DeviceProtection_Yes, StreamingMovies_Yes",64,73.05,4688.65,One year,DSL,HIGH,1.0,73.05,72.02,463
0.9665551,0,"charge_per_service, tenure, num_services",65,74.2,4805.65,Two year,DSL,HIGH,1.0,74.2,71.72,464
0.75645417,0,"charge_per_service, num_services, PaymentMethod_Electronic check",43,94.35,3921.3,One year,Fiber optic,HIGH,1.0,94.35,71.37,465
0.69034743,0,"tenure, charge_per_service, num_services",47,103.1,4889.3,One year,Fiber optic,MEDIUM,1.0,103.1,71.17,466
0.054611057,0,"StreamingMovies_Yes, PaymentMethod_Electronic check, InternetService_Fiber optic",15,74.45,1145.7,Month-to-month,Fiber optic,LOW,17.421786120591584,1297.05,70.83,467
0.07742125,0,"charge_per_service, num_services, PaymentMethod_Electronic check",10,40.7,449.3,Month-to-month,DSL,LOW,22.421786120591584,912.57,70.65,468
0.6734345,1,"PaymentMethod_Electronic check, StreamingTV_Yes, charge_per_service",37,104.5,3778.0,One year,Fiber optic,MEDIUM,1.0,104.5,70.37,469
0.87585086,0,"tenure, num_services, PaymentMethod_Electronic check",56,80.3,4513.65,Two year,Fiber optic,HIGH,1.0,80.3,70.33,470
0.6497671,1,"tenure, PaymentMethod_Electronic check, charge_per_service",54,108.0,5760.65,Two year,Fiber optic,MEDIUM,1.0,108.0,70.17,471
0.044064242,0,"PaymentMethod_Electronic check, charge_per_service, PaymentMethod_Credit card (automatic)",1,50.65,50.65,Month-to-month,DSL,LOW,31.421786120591584,1591.51,70.13,472
0.081912905,0,"charge_per_service, tenure, PaymentMethod_Electronic check",23,90.6,1943.2,Month-to-month,Fiber optic,LOW,9.421786120591584,853.61,69.92,473
0.7898794,1,"tenure, PaymentMethod_Electronic check, StreamingTV_Yes",61,88.1,5526.75,Two year,DSL,HIGH,1.0,88.1,69.59,474
0.7680843,0,"PaymentMethod_Electronic check, StreamingMovies_Yes, charge_per_service",52,89.45,4577.75,Two year,Fiber optic,HIGH,1.0,89.45,68.71,475
0.7008821,0,"charge_per_service, num_services, PaymentMethod_Electronic check",57,97.55,5598.0,One year,Fiber optic,HIGH,1.0,97.55,68.37,476
0.6138487,0,"charge_per_service, tenure, num_services",71,111.25,7984.15,Two year,Fiber optic,MEDIUM,1.0,111.25,68.29,477
0.8922635,1,"DeviceProtection_Yes, num_services, StreamingTV_Yes",32,76.3,2404.15,Month-to-month,DSL,HIGH,1.0,76.3,68.08,478
0.78635263,1,"charge_per_service, num_services, PaymentMethod_Electronic check",64,86.55,5632.55,Two year,DSL,HIGH,1.0,86.55,68.06,479
0.6663222,0,"PaymentMethod_Electronic check, OnlineSecurity_Yes, StreamingTV_Yes",64,102.1,6538.45,Two year,Fiber optic,MEDIUM,1.0,102.1,68.03,480
0.57934624,0,"tenure, charge_per_service, num_services",34,116.25,3899.05,One year,Fiber optic,MEDIUM,1.0,116.25,67.35,481
0.688985,0,"tenure, charge_per_service, PaymentMethod_Electronic check",55,96.75,5238.9,Month-to-month,Fiber optic,MEDIUM,1.0,96.75,66.66,482
0.5218925,1,"tenure, charge_per_service, num_services",26,19.8,457.3,One year,No,MEDIUM,6.421786120591584,127.15,66.36,483
0.6264258,0,"tenure, PaymentMethod_Electronic check, OnlineBackup_Yes",65,105.5,6985.65,Month-to-month,Fiber optic,MEDIUM,1.0,105.5,66.09,484
0.9331708,0,"tenure, TotalCharges, charge_per_service",48,70.65,3545.05,Month-to-month,Fiber optic,HIGH,1.0,70.65,65.93,485
0.6350311,0,"PaymentMethod_Electronic check, TotalCharges, StreamingMovies_Yes",40,103.75,4188.4,One year,Fiber optic,MEDIUM,1.0,103.75,65.88,486
0.24373081,0,"PaymentMethod_Electronic check, num_services, StreamingMovies_Yes",28,60.9,1785.65,Month-to-month,DSL,LOW,4.421786120591584,269.29,65.63,487
0.69552267,0,"PaymentMethod_Electronic check, TotalCharges, OnlineSecurity_Yes",43,94.3,3953.15,Month-to-month,Fiber optic,MEDIUM,1.0,94.3,65.59,488
0.107913084,0,"PaymentMethod_Electronic check, charge_per_service, num_services",2,19.95,47.7,One year,No,LOW,30.421786120591584,606.91,65.49,489
0.7640825,0,"tenure, num_services, PaymentMethod_Electronic check",47,85.3,4107.25,Two year,DSL,HIGH,1.0,85.3,65.18,490
0.9427473,1,"tenure, TotalCharges, charge_per_service",63,68.8,4111.35,One year,DSL,HIGH,1.0,68.8,64.86,491
0.6143032,1,"StreamingMovies_Yes, DeviceProtection_Yes, PaymentMethod_Electronic check",72,105.5,7611.55,Two year,Fiber optic,MEDIUM,1.0,105.5,64.81,492
0.80434144,0,"charge_per_service, DeviceProtection_Yes, StreamingTV_Yes",33,79.95,2684.85,One year,Fiber optic,HIGH,1.0,79.95,64.31,493
0.74569136,0,"charge_per_service, PaymentMethod_Electronic check, StreamingMovies_Yes",40,85.05,3355.65,One year,Fiber optic,HIGH,1.0,85.05,63.42,494
0.60164046,1,"charge_per_service, num_services, tenure",45,105.15,4730.9,Month-to-month,Fiber optic,MEDIUM,1.0,105.15,63.26,495
